time_start,time_end,speakerId,convId,word,langId,posTag,word_length,concretenessRating,position_of_word,isCognate,subtlex_freq_per_million,ipa_word,length_in_phonemes_ipa,uttId
6,2595,JAM,herring17,there,eng,PRON,5,2.2,1,0,4348.117647,ðɛɹ,3,0
6,2595,JAM,herring17,are,eng,VERB,3,1.96,2,0,5209.254902,ɑɹ,2,0
6,2595,JAM,herring17,plenty,eng,NOUN,6,2.39,3,0,62.31372549,plɛnti,6,0
6,2595,JAM,herring17,of,eng,ADP,2,1.67,4,0,11577.23529,ʌv,2,0
6,2595,JAM,herring17,new,eng,ADJ,3,2.81,5,0,723.7843137,nu,2,0
6,2595,JAM,herring17,um,shared_other,INTJ,2,-1.0,6,0,219.5490196,ʌm,2,0
6,2595,JAM,herring17,alternatives,eng,NOUN,12,-1.0,7,0,1.62745098,ɔltɹ̩nətɪvz,11,0
2595,3048,IRI,herring17,aha,shared_en,INTJ,3,-1.0,1,0,7.058823529,ɑhɑ,3,1
3065,5561,JAM,herring17,regarding,eng,ADP,9,1.77,1,0,8.470588235,ɹəɡɑɹdɪŋ,8,2
3065,5561,JAM,herring17,um,shared_other,INTJ,2,-1.0,2,0,219.5490196,ʌm,2,2
3065,5561,JAM,herring17,birth,eng,NOUN,5,4.46,3,0,27.54901961,bɹ̩θ,4,2
3065,5561,JAM,herring17,control,eng,NOUN,7,1.93,4,1,130.627451,kəntɹowl,8,2
3065,5561,JAM,herring17,pills,eng,NOUN,5,-1.0,6,0,24.82352941,pɪlz,4,2
5575,6532,IRI,herring17,yeah,shared_en,INTJ,4,1.89,1,0,2985.529412,jæ,2,3
6525,7865,IRI,herring17,si,spa,INTJ,2,-1.0,1,0,5141.754808,si,2,4
6525,7865,IRI,herring17,pero,spa,CONJ,4,-1.0,2,0,5373.509615,peɾo,4,4
6525,7865,IRI,herring17,es,spa,VERB,2,-1.0,3,0,16779.42308,es,2,4
6525,7865,IRI,herring17,que,spa,SCONJ,3,-1.0,4,0,33771.92308,ke,2,4
6525,7865,IRI,herring17,yo,spa,PRON,2,-1.0,5,0,4513.533654,io,2,4
6525,7865,IRI,herring17,no,spa,ADV,2,-1.0,6,1,30664.78365,no,2,4
6525,7865,IRI,herring17,quiero,spa,VERB,6,-1.0,7,0,1973.485577,kjeɾo,5,4
7010,11058,JAM,herring17,but,eng,CONJ,3,2.04,1,0,4417.470588,bʌt,3,5
7010,11058,JAM,herring17,ah,shared_other,INTJ,2,-1.0,2,0,206.5686275,ɑ,1,5
7010,11058,JAM,herring17,they,eng,PRON,4,2.93,3,0,4102.941176,ðej,3,5
7010,11058,JAM,herring17,they,eng,PRON,4,2.93,5,0,4102.941176,ðej,3,5
7010,11058,JAM,herring17,they,eng,PRON,4,2.93,7,0,4102.941176,ðej,3,5
7010,11058,JAM,herring17,they,eng,PRON,4,2.93,9,0,4102.941176,ðej,3,5
7010,11058,JAM,herring17,'re,eng,VERB,2,-1.0,10,0,-1.0,ɹ,1,5
7010,11058,JAM,herring17,not,eng,PART,3,2.08,11,1,5424.960784,nɑt,3,5
7010,11058,JAM,herring17,as,eng,ADV,2,1.33,12,0,2217.019608,æz,2,5
