time_start,time_end,speakerId,convId,word,langId,posTag,word_length,concretenessRating,position_of_word,isCognate,subtlex_freq_per_million,ipa_word,length_in_phonemes_ipa,uttId
104,4778,AUD,sastre8,well,eng,INTJ,4,3.33,1,0,2990.647059,wɛl,3,0
104,4778,AUD,sastre8,usually,eng,ADV,7,2.04,2,0,63.01960784,juʒəwəli,8,0
104,4778,AUD,sastre8,before,eng,SCONJ,6,1.96,3,0,794.1372549,bɪfɔɹ,5,0
104,4778,AUD,sastre8,you,eng,PRON,3,4.11,4,0,41857.11765,ju,2,0
104,4778,AUD,sastre8,go,eng,VERB,2,3.15,5,0,3793.039216,ɡow,3,0
104,4778,AUD,sastre8,to,eng,ADP,2,1.55,6,0,22677.84314,tə,2,0
104,4778,AUD,sastre8,the,eng,DET,3,1.43,7,0,29449.17647,ðə,2,0
104,4778,AUD,sastre8,bed,eng,NOUN,3,5.0,8,0,187.1176471,bɛd,3,0
104,4778,AUD,sastre8,you,eng,PRON,3,4.11,9,0,41857.11765,ju,2,0
104,4778,AUD,sastre8,have,eng,AUX,4,2.18,10,0,6161.411765,hæv,3,0
104,4778,AUD,sastre8,to,eng,PART,2,1.55,11,0,22677.84314,tə,2,0
104,4778,AUD,sastre8,take,eng,VERB,4,3.06,12,0,1891.039216,tejk,4,0
104,4778,AUD,sastre8,him,eng,PRON,3,3.54,13,0,3484.509804,hɪm,3,0
104,4778,AUD,sastre8,to,eng,PART,2,1.55,14,0,22677.84314,tə,2,0
104,4778,AUD,sastre8,do,eng,VERB,2,2.46,15,0,6135.588235,du,2,0
104,4778,AUD,sastre8,pee,eng,NOUN,3,4.72,16,0,18.1372549,pi,2,0
104,4778,AUD,sastre8,pee,eng,NOUN,3,4.72,17,0,18.1372549,pi,2,0
4685,5840,PAO,sastre8,yeah,shared_en,INTJ,4,1.89,1,0,2985.529412,jæ,2,1
4685,5840,PAO,sastre8,we,eng,PRON,2,3.08,2,0,9011.901961,wi,2,1
4685,5840,PAO,sastre8,did,eng,VERB,3,2.45,3,0,2341.372549,dɪd,3,1
5879,7046,AUD,sastre8,but,eng,CONJ,3,2.04,1,0,4417.470588,bʌt,3,2
5879,7046,AUD,sastre8,he,eng,PRON,2,3.93,2,0,7637.196078,hi,2,2
5879,7046,AUD,sastre8,still,eng,ADV,5,3.46,3,0,788.7254902,stɪl,4,2
5879,9577,PAO,sastre8,but,eng,CONJ,3,2.04,1,0,4417.470588,bʌt,3,3
5879,9577,PAO,sastre8,i,eng,PRON,1,-1.0,2,0,39971.15686,aj,2,3
5879,9577,PAO,sastre8,guess,eng,VERB,5,2.28,3,0,453.9803922,ɡɛs,3,3
5879,9577,PAO,sastre8,he,eng,PRON,2,3.93,4,0,7637.196078,hi,2,3
5879,9577,PAO,sastre8,still,eng,ADV,5,3.46,5,0,788.7254902,stɪl,4,3
5879,9577,PAO,sastre8,got,eng,VERB,3,1.93,6,0,3306.490196,ɡɑt,3,3
5879,9577,PAO,sastre8,nervous,eng,ADJ,7,1.85,7,1,67.15686275,nɹ̩vəs,6,3
5879,9577,PAO,sastre8,when,eng,SCONJ,4,1.6,8,0,2034.098039,wɛn,3,3
5879,9577,PAO,sastre8,he,eng,PRON,2,3.93,9,0,7637.196078,hi,2,3
5879,9577,PAO,sastre8,was,eng,VERB,3,1.69,10,0,5654.72549,wɑz,3,3
5879,9577,PAO,sastre8,in,eng,ADP,2,3.0,11,1,9773.411765,ɪn,2,3
5879,9577,PAO,sastre8,the,eng,DET,3,1.43,12,0,29449.17647,ðə,2,3
5879,9577,PAO,sastre8,car,eng,NOUN,3,4.89,13,1,483.0588235,kɑɹ,3,3
9019,9710,AUD,sastre8,yeah,shared_en,INTJ,4,1.89,1,0,2985.529412,jæ,2,4
9414,12253,PAO,sastre8,and,eng,CONJ,3,1.52,1,0,13387.84314,ænd,3,5
9414,12253,PAO,sastre8,he,eng,PRON,2,3.93,2,0,7637.196078,hi,2,5
9414,12253,PAO,sastre8,likes,eng,VERB,5,-1.0,3,0,76.25490196,lajks,5,5
9414,12253,PAO,sastre8,to,eng,PART,2,1.55,4,0,22677.84314,tə,2,5
9414,12253,PAO,sastre8,stick,eng,VERB,5,4.59,5,0,97.11764706,stɪk,4,5
9414,12253,PAO,sastre8,his,eng,DET,3,3.14,6,0,2124.784314,hɪz,3,5
9414,12253,PAO,sastre8,head,eng,NOUN,4,4.75,7,0,371.5098039,hɛd,3,5
9414,12253,PAO,sastre8,out,eng,ADV,3,2.73,8,0,3865.313725,awt,3,5
9414,12253,PAO,sastre8,the,eng,DET,3,1.43,9,0,29449.17647,ðə,2,5
9414,12253,PAO,sastre8,window,eng,NOUN,6,4.86,10,0,86.0,wɪndow,6,5
12221,12685,AUD,sastre8,si,spa,INTJ,2,-1.0,1,0,5141.754808,si,2,6
12697,13649,PAO,sastre8,si,spa,INTJ,2,-1.0,1,0,5141.754808,si,2,7
13779,16571,AUD,sastre8,pero,spa,CONJ,4,-1.0,1,0,5373.509615,peɾo,4,8
13779,16571,AUD,sastre8,tengan,spa,VERB,6,-1.0,2,0,57.1875,tenɡan,6,8
13779,16571,AUD,sastre8,cuidado,spa,NOUN,7,-1.0,3,0,258.3894231,kwidado,7,8
13779,16571,AUD,sastre8,porque,spa,SCONJ,6,-1.0,4,0,1683.846154,poɾke,5,8
13779,16571,AUD,sastre8,se,spa,PRON,2,-1.0,5,0,7007.980769,se,2,8
13779,16571,AUD,sastre8,puede,spa,AUX,5,-1.0,6,0,1261.754808,pwede,5,8
13779,16571,AUD,sastre8,salir,spa,VERB,5,-1.0,7,0,413.9182692,saliɾ,5,8
16557,19529,PAO,sastre8,no,eng,INTJ,2,2.45,1,1,5971.54902,now,3,9
16557,19529,PAO,sastre8,because,eng,SCONJ,7,1.22,2,0,1071.019608,bɪkɔz,5,9
16557,19529,PAO,sastre8,we,eng,PRON,2,3.08,3,0,9011.901961,wi,2,9
16557,19529,PAO,sastre8,put,eng,VERB,3,2.5,4,0,828.4509804,pʊt,3,9
16557,19529,PAO,sastre8,it,eng,PRON,2,2.81,5,0,18896.31373,ɪt,2,9
