time_start,time_end,speakerId,convId,word,langId,posTag,word_length,concretenessRating,position_of_word,isCognate,subtlex_freq_per_million,ipa_word,length_in_phonemes_ipa,uttId
6,5132,GIL,zeledon9,ah,shared_other,INTJ,2,-1.0,1,0,206.5686275,ɑ,1,0
6,5132,GIL,zeledon9,jacky,shared_en,PROPN,5,-1.0,2,0,0.862745098,d͡ʒæki,6,0
6,5132,GIL,zeledon9,esta,spa,VERB,4,-1.0,3,0,2200.192308,esta,4,0
6,5132,GIL,zeledon9,en,spa,ADP,2,-1.0,4,1,15578.00481,en,2,0
6,5132,GIL,zeledon9,colombia,shared_es,PROPN,8,-1.0,5,0,4.423076923,kolombja,8,0
6,5132,GIL,zeledon9,para,spa,ADP,4,-1.0,6,0,6524.206731,paɾa,4,0
6,5132,GIL,zeledon9,navidad,spa,NOUN,7,4.8,7,0,120.3365385,nabidad,7,0
6,5132,GIL,zeledon9,un,spa,DET,2,-1.0,8,0,13081.08173,un,2,0
6,5132,GIL,zeledon9,ano,spa,NOUN,3,-1.0,9,0,4.807692308,ano,3,0
5123,11219,GIL,zeledon9,um,shared_other,INTJ,2,-1.0,1,0,219.5490196,ʌm,2,1
5123,11219,GIL,zeledon9,yo,spa,PRON,2,-1.0,2,0,4513.533654,io,2,1
5123,11219,GIL,zeledon9,fui,spa,VERB,3,-1.0,3,0,270.5048077,fwi,3,1
5123,11219,GIL,zeledon9,la,spa,DET,2,-1.0,4,0,21060.21635,la,2,1
5123,11219,GIL,zeledon9,dia,spa,NOUN,3,-1.0,5,1,961.0096154,dja,3,1
5123,11219,GIL,zeledon9,primero,spa,ADV,7,-1.0,6,0,310.0240385,pɾimeɾo,7,1
5123,11219,GIL,zeledon9,un,spa,DET,2,-1.0,7,0,13081.08173,un,2,1
5123,11219,GIL,zeledon9,poquito,spa,ADJ,7,-1.0,8,0,39.85576923,pokito,6,1
5123,11219,GIL,zeledon9,dias,spa,NOUN,4,-1.0,9,0,529.3269231,djas,4,1
5123,11219,GIL,zeledon9,de,spa,ADP,2,-1.0,10,0,32894.6875,de,2,1
5123,11219,GIL,zeledon9,navidad,spa,NOUN,7,4.8,11,0,120.3365385,nabidad,7,1
11292,17105,GIL,zeledon9,and,eng,CONJ,3,1.52,1,0,13387.84314,ænd,3,2
11292,17105,GIL,zeledon9,then,eng,ADV,4,1.44,2,0,1489.529412,ðɛn,3,2
11292,17105,GIL,zeledon9,um,shared_other,INTJ,2,-1.0,3,0,219.5490196,ʌm,2,2
11292,17105,GIL,zeledon9,i,eng,PRON,1,-1.0,4,0,39971.15686,aj,2,2
